land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,living_room,parking_space,front_garden,swimming_pool,house_age,crime_rate_index,property_value
110,100,1,1,0,1,0,0,7,4.37,66521
292,278,5,3,1,1,1,0,2,0.8,240994
242,215,4,4,1,1,1,1,9,2.56,207456
601,511,8,6,1,1,1,1,13,5.18,481802
190,187,3,1,0,0,1,0,17,2.12,119151
246,239,4,2,1,1,1,1,6,4.91,216358
210,184,3,2,0,1,0,0,5,5.21,148592
153,143,2,3,0,0,0,0,8,1.9,123529
127,115,2,2,1,1,0,0,12,4.14,82209
166,145,3,4,1,1,0,1,2,4.68,126866
305,278,4,5,1,1,1,1,3,0.5,265178
149,131,2,2,0,1,1,0,12,2.75,119781
213,202,4,4,1,1,1,1,6,1.15,193498
327,295,6,4,1,1,1,1,15,3.37,262474
442,385,6,4,1,1,1,1,9,1.83,360224
390,362,6,5,1,1,1,1,8,3.59,312330
252,241,4,5,1,1,1,1,9,5.27,201107
229,226,4,4,1,1,1,1,19,0.87,173110
306,280,4,3,1,1,1,1,13,4.73,220451
126,125,1,2,0,0,0,0,14,3.59,79511
215,211,3,1,1,0,0,0,9,3.06,171910
424,372,6,7,1,1,1,1,12,4.96,321398
209,203,3,3,1,0,0,1,19,3.91,146158
179,174,3,1,0,0,0,1,21,1.79,139217
336,326,5,3,1,1,1,1,20,4.78,267165
140,131,1,1,1,1,0,0,21,2.82,88173
151,151,3,3,1,0,1,0,16,4.88,98756
215,199,4,5,1,1,1,1,8,5.62,158572
293,276,5,3,1,1,1,1,5,5.9,229259
328,325,5,4,1,1,1,1,13,0.95,313875
261,252,4,3,1,1,0,1,15,3.3,213354
154,151,2,1,0,0,1,0,3,4.52,101158
212,208,3,2,0,0,1,0,10,1.64,165277
270,238,5,2,1,1,1,1,18,0.72,223777
109,95,1,1,1,0,0,0,17,4.94,57044
155,132,2,3,0,1,0,1,13,1.11,140744
216,197,4,2,1,1,1,1,2,1.63,186713
116,111,1,2,1,0,0,0,18,1.26,82136
185,169,3,3,1,1,1,0,11,4.36,129389
578,499,7,6,0,1,1,1,5,2.1,469156
130,117,2,3,1,1,0,0,12,1.23,116245
302,260,5,3,1,1,1,1,9,3.16,224795
283,264,5,5,1,1,1,0,9,4.58,226978
109,98,1,1,1,1,0,0,22,1.54,77721
130,112,1,1,0,1,0,0,9,5.69,69406
139,139,2,2,1,0,0,1,2,2.15,121103
195,169,4,3,0,1,1,1,12,2.82,173035
595,556,7,7,1,1,1,1,10,3.46,555334
245,220,4,4,1,1,1,1,10,5.52,195496
310,303,4,4,1,1,1,0,8,1.89,254034
189,181,2,1,0,0,0,1,4,3.41,136343
175,168,3,3,1,1,0,1,22,1.49,136665
303,268,4,4,0,1,1,1,5,0.22,281958
264,236,4,3,1,1,1,1,2,5.6,222586
228,205,3,2,0,1,0,0,6,5.97,141908
312,282,5,2,1,1,1,0,15,2.76,234647
268,251,5,2,1,1,1,1,13,0.12,229880
237,215,3,4,1,1,0,1,7,5.96,177445
233,223,5,4,1,1,1,1,7,3.46,220054
146,127,1,2,1,0,0,0,13,0.98,96471
208,188,4,3,1,1,1,0,18,1.04,201859
256,223,4,3,1,1,0,0,19,2.66,180502
247,212,5,4,1,1,1,1,2,3.71,220485
235,233,3,4,1,0,0,1,22,0.86,173190
118,103,1,1,1,1,0,0,19,1.42,95427
156,136,3,3,0,0,0,0,7,5.39,83131
234,220,3,1,0,0,0,1,21,2.5,187574
181,163,3,3,0,1,0,1,22,0.65,151234
345,341,6,4,1,1,1,1,6,3.34,282885
225,209,3,4,0,0,0,0,13,0.3,154152
519,444,7,4,1,1,1,1,9,2.78,419080
106,92,1,1,0,1,0,0,4,2.54,73772
359,314,5,5,1,1,1,1,1,0.19,334511
308,292,4,5,1,1,0,1,17,5.01,247208
293,267,4,4,1,1,1,1,10,3.63,214469
273,256,4,5,0,1,1,1,4,2.39,222355
219,208,4,4,1,1,1,0,1,5.72,159084
328,288,5,4,1,1,1,1,4,1.33,284038
126,126,1,1,0,0,0,0,6,3.7,70474
192,191,3,1,1,0,1,0,18,5.62,103359
348,340,5,5,0,1,1,1,22,0.52,292845
294,251,5,5,1,1,1,1,2,3.81,259100
356,332,5,5,0,1,1,1,2,2.48,308278
457,432,6,6,1,1,1,1,12,2.96,364322
435,422,7,6,1,1,1,1,11,4.16,369328
132,124,1,2,1,0,0,0,1,5.83,60555
288,258,4,5,1,1,0,1,22,0.61,229668
129,120,2,2,0,1,1,0,10,2.19,116118
264,256,4,3,0,1,1,1,11,3.32,219455
175,154,2,1,0,1,0,0,19,2.07,145499
210,188,3,1,0,1,0,1,7,3.79,154474
578,559,7,8,1,1,1,1,13,2.33,462226
345,334,5,2,1,1,1,1,1,0.64,287197
240,221,3,3,1,1,0,1,3,1.85,188341
198,169,4,4,1,1,1,1,9,5.9,161540
161,150,2,3,0,1,1,0,2,0.54,133670
239,204,5,4,1,1,1,1,19,1.48,216126
177,165,2,1,0,1,0,0,15,5.07,117793
272,252,4,3,1,1,1,1,13,2.56,216932
175,163,3,2,1,1,0,0,7,5.17,113635
269,239,4,2,1,1,0,1,1,2.25,225638
116,110,1,1,1,0,0,0,7,2.41,83267
167,148,3,3,1,0,0,0,18,5.38,103161
160,138,2,3,0,1,0,1,20,5.29,128835
219,194,4,5,1,1,0,1,11,2.08,201415
548,491,7,5,1,1,1,1,12,4.23,434778
214,209,3,2,1,0,1,0,7,2.11,167094
284,246,4,3,1,1,1,1,12,1.59,224349
122,111,1,1,1,0,0,0,11,5.02,61005
184,160,3,3,1,1,0,1,17,2.25,150865
178,153,2,1,0,1,0,0,21,1.67,129186
259,247,4,4,1,1,0,1,5,3.45,187421
146,131,1,2,0,0,0,0,16,0.4,99269
301,266,4,3,1,1,0,1,2,0.98,253302
262,251,4,2,1,1,0,1,2,1.86,217311
265,226,4,2,1,1,1,1,5,4.43,211405
293,258,4,3,1,1,1,0,3,2.61,211627
237,207,5,4,1,1,1,1,16,4.23,188706
315,309,5,2,1,1,1,1,14,4.85,257898
169,152,3,1,0,1,0,1,13,0.43,152107
207,201,3,2,1,1,0,1,16,5.7,160042
303,270,4,5,1,1,1,1,19,5.64,230600
149,136,1,2,0,1,0,0,17,2.93,102387
156,144,2,3,0,1,0,1,7,0.29,122437
217,215,4,2,1,1,1,1,18,3.77,162750
271,257,4,3,0,1,1,1,2,4.69,229333
556,472,8,5,1,1,1,1,5,0.07,487202
217,198,4,3,1,1,1,1,4,5.08,162343
138,121,2,2,1,1,0,1,8,0.21,131764
202,176,4,5,1,1,1,1,7,0.11,185731
236,202,3,1,1,1,1,0,21,0.4,174832
459,432,7,5,1,1,1,1,13,4.19,414339
139,133,2,1,0,1,0,0,21,3.36,87916
255,231,5,5,1,1,1,1,21,1.11,217314
306,303,5,3,1,0,1,1,12,3.56,254685
321,318,5,2,1,1,1,0,9,2.86,249379
127,125,1,1,0,0,0,0,18,4.74,70878
228,201,3,4,1,0,0,0,7,5.81,158796
228,219,3,1,1,0,0,1,18,1.26,171327
589,540,7,8,1,1,1,1,1,1.93,466090
278,256,5,3,1,1,1,1,14,1.33,245744
217,213,3,3,0,0,0,1,16,5.17,136267
317,271,5,3,1,1,1,1,8,1.62,256331
235,202,5,5,1,1,1,1,10,3.6,217545
230,205,4,2,1,1,1,1,5,3.51,200640
230,209,5,2,1,1,1,1,5,4.47,187211
236,231,5,4,1,1,1,1,20,2.28,210453
256,241,5,2,1,1,1,1,2,4.81,228680
129,119,1,2,0,0,0,0,8,5.17,91130
283,246,5,5,1,1,1,1,18,5.93,201186
284,261,5,2,1,1,1,0,16,4.44,206799
273,254,4,5,1,1,0,1,22,1.63,199661
234,204,4,3,0,1,0,0,14,3.11,176994
223,215,4,3,1,1,1,1,10,1.91,197182
236,213,3,3,0,0,0,1,3,1.17,193998
300,277,4,5,1,1,1,1,6,0.22,275385
120,108,2,1,0,1,0,1,15,1.05,104659
171,165,3,1,0,0,0,0,1,5.2,132813
220,202,3,2,0,0,1,0,19,5.18,124331
340,313,5,3,1,1,1,0,7,2.19,270665
260,252,4,4,1,1,1,0,12,3.69,194719
171,159,3,3,1,0,0,1,5,0.32,157885
276,270,4,5,1,1,1,1,11,0.1,251355
419,419,7,8,1,1,1,1,4,4.32,359759
141,123,1,1,0,1,1,0,5,4.75,97824
202,173,4,3,1,1,0,1,3,1.58,163604
160,139,3,1,0,0,1,0,22,4.74,115819
204,190,3,1,0,1,1,0,18,1.93,154226
191,168,4,2,1,1,1,1,12,3.22,163816
177,177,3,4,1,0,0,1,19,0.83,155553
265,263,4,5,1,1,0,1,13,2.18,211661
216,199,4,2,1,1,1,1,21,3.72,184707
150,145,1,1,0,0,0,0,5,0.21,102639
236,202,4,3,1,1,1,1,4,4.8,190095
298,285,4,2,0,1,1,0,6,4.77,209657
600,549,8,5,1,1,1,1,17,4.77,461944
195,179,3,3,0,1,0,0,3,2.91,159617
308,307,4,3,1,1,1,1,5,3.43,266912
341,334,5,2,1,1,1,1,17,3.36,259339
236,217,4,3,1,1,1,1,4,2.68,188580
171,153,3,1,0,1,0,1,16,4.89,112872
144,134,2,3,1,1,1,0,19,1.24,115755
222,222,3,2,0,0,0,0,8,0.71,156443
614,519,8,8,1,1,1,1,1,4.49,505628
226,199,3,3,1,0,0,1,9,4.15,176050
195,189,3,4,1,1,1,0,20,2.64,148716
277,272,4,2,1,1,0,1,22,2.85,187658
226,217,3,3,0,1,0,1,20,5.53,190954
227,206,3,4,1,1,0,0,11,4.56,201715
295,261,4,3,1,1,1,1,6,1.9,228924
557,522,7,4,1,1,1,1,7,4.6,436295
213,187,4,3,1,1,1,1,16,5.81,170024
166,143,3,1,1,0,0,1,13,1.12,155388
323,287,5,3,1,1,1,1,10,0.69,272332
138,123,1,1,1,0,0,0,3,4.12,105807
208,183,4,5,1,1,0,0,17,1.02,170442
252,240,4,2,1,1,0,1,17,5.32,216626
261,247,5,5,1,1,1,1,13,0.31,244312
201,178,3,3,1,1,1,0,22,0.72,174628
263,227,4,4,1,1,1,0,22,5.86,180876
235,235,5,5,1,1,1,1,16,3.38,194699
210,183,3,2,1,1,1,0,6,3.8,170996
273,260,4,3,1,1,1,1,13,3.9,198767
141,126,1,1,1,0,0,0,2,0.08,101111
104,102,1,1,0,0,0,1,7,1.75,84215
268,268,4,4,1,1,1,0,19,4.5,214119
324,294,5,2,1,1,1,1,21,2.81,317564
357,317,5,5,1,1,1,1,2,0.42,308434
297,288,5,2,1,1,1,1,3,4.21,253776
113,111,1,2,0,0,0,0,14,2.08,63983
307,275,5,4,1,1,1,0,4,2.65,248519
218,209,3,4,1,1,1,0,15,0.28,170894
180,167,2,2,0,1,0,1,21,0.27,141977
170,146,3,1,0,1,1,0,17,5.09,147953
298,293,5,5,1,1,1,1,9,3.34,256725
350,310,5,3,1,1,1,1,4,4.94,279998
285,271,5,5,0,1,1,1,22,4.24,216403
210,209,3,2,1,0,0,1,3,4.52,161878
135,115,2,2,0,1,0,0,18,4.44,93673
335,295,5,2,1,1,1,1,3,4.36,290408
544,520,7,8,1,1,1,1,14,1.8,445859
227,217,3,1,1,0,0,0,4,3.76,148368
232,227,4,2,1,0,1,1,17,0.45,193229
256,222,4,3,1,1,1,1,3,3.55,222795
366,332,6,5,1,1,1,1,8,1.31,310874
307,281,5,3,1,1,1,1,18,2.48,254003
394,338,6,4,1,1,1,1,20,0.04,337893
240,225,5,5,1,1,1,1,10,0.21,222895
435,433,6,4,1,1,1,1,17,1.02,350469
725,720,8,9,1,1,1,1,6,2.7,600911
316,284,5,2,1,1,1,1,21,5.29,235364
298,272,5,3,1,1,1,1,16,1.54,238390
188,161,3,1,0,0,0,0,21,2.55,122039
266,243,5,5,1,1,1,0,9,3.71,208523
170,148,3,4,1,1,0,0,1,4.72,107954
207,182,4,5,0,1,1,1,22,0.1,200328
134,118,1,1,1,0,0,0,22,4.66,66501
157,143,3,1,1,1,1,0,13,0.71,138940
210,209,3,4,1,0,1,0,18,0.36,162267
215,214,3,1,1,0,1,0,18,1.4,152985
421,369,6,6,1,1,1,1,11,0.93,364020
194,178,4,4,1,1,1,1,18,5.67,163060
224,211,3,2,1,0,0,0,7,5.95,150819
481,430,7,8,1,1,1,1,19,3.39,379563
154,139,2,2,0,1,0,1,17,5.1,117419
276,267,4,3,1,1,1,1,22,4.06,220950
276,253,4,3,1,1,1,0,11,2.27,196588
292,281,4,3,1,1,1,1,22,0.09,249436
214,209,4,4,1,0,0,1,10,5.23,176544
596,546,7,7,1,1,1,1,10,1.87,504998
138,128,1,1,1,0,0,0,12,0.91,94838
566,531,7,6,1,1,1,1,13,2.75,451547
100,95,1,1,1,0,0,0,11,0.55,83996
195,190,4,5,0,0,0,1,12,1.38,152240
210,196,4,2,1,1,1,1,1,5.27,169495
324,299,5,4,1,1,1,1,16,5.09,263755
248,248,4,3,1,0,1,1,14,5.82,169834
191,171,4,4,1,1,1,1,2,1.36,191526
217,193,4,2,1,1,1,1,8,5.62,178761
357,323,5,5,1,1,1,1,7,0.35,350032
219,201,3,3,1,1,0,1,9,5.21,155852
361,343,6,5,1,1,1,1,2,4.14,309079
262,234,4,4,1,1,1,1,12,4.66,198710
270,252,5,3,1,1,1,1,7,0.08,262941
600,557,7,8,1,1,1,1,5,0.51,493368
431,381,6,4,1,1,1,1,9,5.79,346409
303,261,4,4,1,1,1,1,19,1.75,251295
284,246,4,2,1,1,1,1,19,1.66,234010
175,151,3,2,1,1,0,0,5,1.73,125080
182,164,2,2,0,1,0,0,11,4.26,117982
155,155,3,1,1,0,0,1,9,2.98,155906
519,506,7,7,1,1,1,1,4,0.4,429117
262,233,4,2,1,1,1,1,17,3.64,224140
280,272,4,3,1,1,0,1,20,5.85,228012
238,238,5,4,1,1,1,1,20,4.59,189143
228,227,4,5,1,1,1,1,17,2.15,183264
213,204,4,4,0,1,1,1,1,2.19,175621
155,153,2,3,0,0,0,0,4,2.91,110488
141,123,2,2,0,0,1,0,7,3.86,104524
194,165,3,4,0,1,0,1,17,1.99,168839
174,156,3,4,1,1,0,0,14,3.15,133561
230,219,4,5,1,1,0,1,4,5.77,181601
123,118,1,1,0,0,0,0,4,4.58,70555
161,146,3,2,0,1,0,0,13,2.53,127806
280,251,4,4,1,1,1,0,2,1.97,230944
328,312,5,3,1,1,1,1,6,5.83,286363
183,169,2,1,0,1,0,0,1,4.06,121134
331,329,6,5,1,1,1,1,19,1.01,279025
125,125,1,2,0,0,0,0,2,1.27,78310
243,210,4,3,1,1,1,1,6,4.83,178970
305,300,4,3,0,1,1,1,8,5.55,208632
260,260,5,2,1,1,1,1,15,5.55,193754
339,338,5,4,1,1,1,1,8,0.43,294767
319,300,5,3,1,1,1,1,4,4.55,257297
162,143,3,1,1,0,1,0,1,0.86,126006
153,135,3,3,1,1,0,0,18,1.93,115932
462,451,6,7,1,1,1,1,8,2.79,378390
288,268,4,4,1,1,1,1,4,2.92,266133
296,265,4,5,0,1,1,1,9,1.79,227185
215,191,3,1,0,0,1,0,20,3.05,143477
271,238,4,3,1,1,1,1,20,2.65,226495
148,132,1,2,0,0,0,0,13,4.83,82225
360,318,5,5,1,1,1,1,1,5.35,325864
267,244,5,5,0,1,1,1,21,4.05,210471
208,193,3,1,0,0,1,0,4,4.32,133612
263,243,5,3,1,1,1,1,11,4.58,196636
187,169,2,1,0,0,0,1,5,5.72,119541
330,312,5,2,1,1,1,1,3,1.7,282510
310,271,5,2,1,1,1,0,5,0.53,252888
322,306,5,5,1,1,1,1,4,5.59,262696
297,277,5,2,1,1,1,1,15,3.47,241813
198,172,4,2,0,1,1,0,4,1.01,177584
234,205,5,3,1,1,1,1,6,5.91,209917
301,298,5,2,1,0,1,1,8,3.08,260909
117,102,1,1,0,0,1,0,9,1.94,97087
194,182,4,3,0,1,1,1,2,1.72,176801
287,259,4,5,1,1,1,0,8,5.97,219636
409,403,6,7,1,1,1,1,20,5.21,302855
107,103,1,1,0,0,0,0,6,0.23,87009
442,417,6,4,1,1,1,1,6,3.61,415335
204,200,3,1,1,0,0,0,13,1.09,148077
183,160,3,1,0,1,0,0,11,2.42,121004
158,146,3,2,1,1,0,0,10,0.58,144329
279,251,5,2,1,1,1,1,14,5.18,198409
236,227,3,1,1,0,1,0,11,2.27,161413
287,280,5,4,1,1,1,1,11,1.17,258554
157,147,2,2,0,1,0,0,11,4.35,99047
233,204,3,4,1,1,0,1,12,4.69,184289
195,176,3,2,0,0,0,0,1,4.96,127019
179,161,3,4,0,1,0,1,10,1.91,138309
141,120,2,2,0,1,0,0,4,4.89,86112
225,216,4,3,0,1,1,1,17,4.82,159535
464,425,6,4,1,1,1,1,6,0.02,411918
271,253,5,3,1,1,1,1,11,2.59,242661
441,381,6,7,1,1,1,1,20,0.7,364838
237,221,4,4,1,1,1,0,16,2.74,189172
197,172,4,2,1,1,1,1,22,0.73,188114
122,106,2,1,1,1,0,1,20,2.01,105860
127,115,1,1,1,1,0,1,21,1.47,97168
351,317,5,4,1,1,1,1,7,2.13,308320
362,353,6,5,1,1,1,1,18,4.66,277345
252,248,4,2,1,1,1,1,16,0.2,230307
200,193,4,3,1,1,1,1,22,3.18,167135
283,281,5,5,1,0,1,1,16,2.34,236414
239,215,5,2,1,1,1,1,10,0.51,218695
143,137,2,1,1,1,1,0,8,1.56,121905
568,545,8,8,1,1,1,1,19,5.17,417856
293,255,4,3,1,1,1,0,3,4.04,225575
269,262,5,2,1,1,0,1,11,3.82,227495
229,203,3,2,1,1,0,0,5,0.42,166727
205,182,3,4,1,1,1,0,21,0.21,181069
255,243,4,4,1,1,1,1,17,0.07,215751
304,270,4,5,1,1,1,1,21,4.83,244839
182,160,2,2,0,0,1,0,14,1.53,130237
307,286,4,5,1,1,1,1,4,1.18,255094
125,107,2,2,0,1,0,1,19,4.88,88005
182,177,2,1,0,0,0,0,20,4.32,116425
566,488,7,7,1,1,1,1,9,4.08,431578
256,233,4,2,1,1,0,1,21,0.25,218494
343,300,5,3,1,1,1,1,2,5.65,288076
218,202,3,3,1,0,0,0,1,4.9,140124
164,163,3,3,0,0,0,1,16,2.96,123944
167,159,3,2,1,1,1,0,1,5.15,117403
326,299,5,4,1,1,1,1,13,4.77,257581
328,323,5,5,0,1,1,1,6,0.41,286441
320,282,6,6,1,1,1,1,1,1.81,304855
240,210,5,3,1,1,1,1,2,5.1,226802
203,200,3,4,1,0,1,0,9,4.12,162074
331,299,5,3,1,1,1,1,7,1.01,311313
130,112,1,2,1,0,0,0,15,1.39,85673
528,484,7,8,1,1,1,1,18,4.37,404984
254,249,5,5,1,1,1,1,2,2.84,230150
278,262,4,3,0,1,1,0,11,2.51,221619
195,194,4,2,1,0,1,1,14,5.11,131331
107,97,1,1,1,0,0,0,1,2.74,70753
197,176,4,4,1,1,1,1,17,1.42,188162
280,255,4,3,1,1,1,1,10,3.24,227408
124,123,1,2,1,0,0,0,19,1.23,73492
281,271,4,5,1,1,1,1,20,4.16,221321
239,234,3,2,1,0,1,0,1,1.41,173067
253,248,4,3,1,1,1,1,21,2.91,210825
102,99,1,1,1,0,0,0,11,1.4,68266
323,283,5,4,1,1,1,1,7,4.04,265222
166,157,2,3,0,1,0,0,1,2.87,136777
301,298,6,7,1,1,1,1,9,1.69,278254
248,242,4,3,1,1,1,0,12,5.43,199657
186,186,3,1,1,0,0,1,5,5.31,138582
285,284,5,2,1,1,1,1,21,4.4,210318
335,305,5,5,1,1,1,1,14,0.59,259909
262,252,5,3,1,1,1,1,13,0.68,222899
120,104,1,1,0,0,0,0,1,1.78,79769
572,523,7,5,1,1,1,1,5,3.38,459856
100,92,1,2,0,0,0,0,4,3.98,53295
135,116,1,1,0,0,0,0,9,5.29,74426
231,208,4,3,1,1,0,1,9,0.85,217826
220,216,4,2,1,1,1,1,6,3.09,184168
291,262,4,3,1,1,1,1,5,2.05,269946
281,263,5,4,1,1,1,1,18,3.09,227872
203,176,4,4,1,1,1,0,10,0.19,178786
436,405,7,8,1,1,1,1,19,1.68,396899
216,213,3,3,1,0,0,1,15,2.72,176814
234,230,4,5,1,1,1,1,13,3.5,190652
128,127,1,2,0,0,0,0,3,2.86,83347
114,109,1,2,1,0,0,0,10,0.22,100557
320,318,5,5,1,0,1,0,11,5.95,231120
221,188,3,3,1,0,0,0,4,5.93,153235
297,278,4,4,1,1,1,0,16,0.28,246672
211,196,4,5,1,1,1,1,19,4.72,153837
105,95,1,2,1,1,0,0,16,3.52,66279
126,122,2,2,0,0,0,0,1,3.13,87588
201,173,4,5,1,1,1,0,9,1.42,193927
274,256,4,3,1,1,0,1,10,1.72,232699
220,206,4,4,0,1,1,1,5,2.01,199359
192,182,4,3,1,1,1,1,18,4.89,165613
214,193,4,3,1,1,1,0,16,4.56,168123
298,277,4,5,1,1,1,1,8,4.83,236278
302,287,5,3,1,1,1,1,13,1.88,253821
161,141,2,1,0,0,0,0,4,3.46,105808
174,160,3,3,1,1,1,0,19,1.89,155713
265,227,4,2,1,1,1,1,2,4.77,194080
236,229,4,5,1,1,1,1,4,3.49,196964
180,176,3,4,1,0,0,0,10,1.02,146738
249,234,4,2,1,1,1,1,14,4.15,194242
324,289,6,5,1,1,1,1,8,1.63,290058
119,118,1,2,0,0,1,0,15,4.43,88889
255,247,4,3,1,1,0,1,1,3.81,185321
305,291,4,3,1,1,1,0,6,0.76,243836
310,281,4,5,1,1,1,1,9,5.4,261909
184,182,3,4,1,0,1,0,8,4.24,121576
247,246,5,5,1,0,1,1,1,2.75,212976
157,146,3,1,1,1,0,0,3,1.5,135090
133,129,1,1,1,0,0,0,2,1.53,86156
209,197,3,3,1,1,0,1,3,4.75,177043
155,144,3,3,1,0,0,1,7,2.78,144837
490,418,7,6,0,1,1,1,18,2.51,374171
185,165,2,1,1,1,0,1,19,4.6,132039
310,269,4,5,1,1,1,0,17,0.76,240625
305,292,5,5,1,1,1,1,11,3.87,254621
150,131,3,4,0,1,1,0,6,1.4,145113
229,200,4,5,1,1,1,1,16,1.1,185230
248,224,4,2,1,1,0,1,18,4.33,187695
104,102,1,1,1,0,0,0,3,1.41,78341
262,246,5,4,1,1,1,1,15,4.87,222284
298,280,4,4,1,1,1,1,22,3.73,240792
235,230,3,1,1,0,1,0,21,0.64,150393
306,270,4,4,0,1,0,0,9,3.7,219790
340,291,5,5,1,1,1,0,5,1.16,340865
220,206,4,3,1,1,1,0,11,4.99,144037
175,150,3,2,0,1,1,0,12,4.07,127184
182,164,3,1,0,0,0,1,5,4.54,133826
248,214,5,5,1,1,1,1,16,4.65,233531
261,236,5,3,0,1,1,1,12,1.86,225377
198,194,4,5,0,1,0,1,22,4.41,143747
324,309,5,4,1,1,1,1,4,1.64,279694
230,210,3,1,0,0,0,1,11,1.12,164164
462,421,6,6,1,1,1,1,3,0.94,396225
201,196,4,5,1,1,1,1,18,0.69,171844
205,179,4,5,1,1,1,1,15,4.24,157308
195,194,3,3,0,0,0,1,15,3.14,143939
309,295,4,5,1,1,1,1,16,3.84,248555
190,186,4,4,1,0,1,1,4,5.31,173162
284,284,4,2,1,1,1,0,3,4.37,234014
287,274,4,3,1,1,1,1,10,3.11,211898
275,240,4,3,0,1,1,0,11,1.49,213438
354,310,5,2,1,1,1,1,3,4.6,305046
153,134,3,3,1,1,1,0,5,1.15,145517
160,160,3,4,0,0,0,0,21,0.97,102818
220,195,4,3,1,1,0,1,11,0.18,198341
186,171,2,3,0,1,0,1,22,0.96,140878
149,144,2,2,0,0,0,0,2,2.38,103781
211,200,3,3,1,1,0,1,21,3.25,147273
177,155,2,3,0,0,0,0,5,0.88,121225
161,156,2,3,1,0,1,0,4,0.15,129695
351,322,5,2,1,1,1,1,19,1.34,258874
272,252,4,3,1,1,1,1,16,2.06,226694
283,281,5,4,1,0,1,1,22,4.2,202777
210,192,3,4,1,1,1,0,4,1.7,173543
240,237,5,3,1,1,1,1,13,5.09,210014
437,425,6,6,1,1,1,1,5,4.36,310372
215,207,3,4,1,1,0,0,2,2.89,143788
227,220,4,2,1,1,0,1,15,4.86,179810
209,189,4,5,1,1,1,1,1,5.77,155880
290,265,4,4,1,1,1,1,8,2.89,237183
449,426,7,5,1,1,1,1,22,2.51,360259
110,104,1,2,0,1,0,0,7,3.68,85428
171,171,3,4,1,0,0,1,7,1.39,165549
303,285,4,4,0,1,1,1,15,4.48,201629
222,190,3,1,1,1,1,0,1,0.69,201319
284,249,4,2,1,1,1,1,4,1.64,247940
213,213,4,5,0,1,0,1,2,3.45,173587
216,186,4,3,1,1,1,1,8,3.97,185524
216,191,4,2,1,1,1,1,20,3.1,179958
111,105,1,1,0,0,0,1,4,3.24,78687
211,210,3,1,1,0,0,1,1,3.78,172459
243,229,4,2,1,1,1,1,5,3.44,233672
265,251,4,5,1,1,1,0,22,2.27,182197
503,456,7,8,1,1,1,1,8,4.58,420070
234,215,4,5,1,1,1,1,22,2.08,182166
192,174,4,4,1,1,1,1,22,1.49,186018
197,196,4,3,1,0,0,1,16,4.58,151069
280,265,5,2,1,1,1,1,9,1.35,253737
156,142,2,1,0,1,0,0,11,5.08,84227
214,204,4,5,1,1,1,1,12,1.77,197779
291,275,5,4,1,1,1,1,13,5.61,205910
190,185,3,3,0,0,1,0,11,5.87,124746
255,243,4,5,1,1,1,1,15,5.72,190331
196,196,4,2,1,0,1,1,12,3.25,156904
266,253,4,2,1,1,1,1,17,0.05,215081
273,266,5,5,1,1,1,1,4,4.76,209891
154,150,2,2,1,0,1,0,1,0.62,116593
216,193,4,4,1,1,1,1,16,4.28,165105
127,117,1,1,0,1,0,0,17,4.01,84303
238,213,3,3,1,0,1,0,9,5.4,152373
235,231,4,2,1,1,1,1,22,0.37,209281
145,135,1,2,0,0,0,0,15,5.56,61318
287,264,4,4,1,1,1,1,3,2.46,219809
197,184,3,1,0,1,1,0,18,0.54,152422
256,255,5,3,1,1,1,1,22,2.29,198453
199,175,3,4,1,0,0,1,11,4.59,132833
216,188,4,5,1,1,1,1,15,0.14,174047
123,106,2,2,0,0,1,0,2,5.45,101299
608,540,8,8,1,1,1,1,5,1.4,486355
292,253,4,3,1,1,1,1,15,1.19,242201
123,110,1,1,1,0,0,0,14,0.51,89598
215,200,3,2,0,0,1,0,18,4.66,170935
162,149,3,4,1,1,1,0,4,1.75,133674
482,451,7,7,1,1,1,1,2,0.66,421715
148,143,1,1,0,0,1,0,1,0.98,115261
112,106,1,2,1,0,0,0,6,0.35,76727
185,177,2,2,0,1,0,0,16,2.5,120038
262,224,4,4,1,1,1,1,20,4.04,235567
468,448,7,7,1,1,1,1,17,2.94,357357
233,219,4,3,1,1,1,1,22,1.89,188836
255,237,5,2,1,1,1,1,15,3.03,204881
226,222,4,5,0,1,1,1,6,2.32,203885
126,125,2,3,1,0,0,0,1,3.08,84656
184,183,3,2,0,0,0,0,22,2.83,130044
436,407,6,6,1,1,1,1,6,2.04,357423
445,381,7,7,1,1,1,1,1,1.87,368681
307,304,4,4,1,0,1,1,14,2.89,249005
182,180,3,4,0,0,0,1,8,0.41,158900
247,219,4,2,1,1,1,1,3,4.52,212947
329,318,5,3,1,1,1,1,5,4.8,268029
131,116,1,2,0,1,0,1,12,0.78,111059
343,331,6,6,1,1,1,1,10,5.43,302928
198,189,4,5,1,1,1,1,15,1.71,192470
572,504,7,8,1,1,1,1,3,3.79,472340
243,216,5,4,1,1,1,1,5,3.09,217008
171,163,2,2,0,0,0,0,18,0.45,121058
177,168,3,2,0,1,0,0,15,3.77,104110
327,323,5,4,1,0,1,1,8,3.48,265939
215,208,4,5,1,1,1,1,20,5.79,149693
244,224,4,5,1,1,1,1,3,3.84,199208
169,157,2,3,0,1,0,1,2,5.77,113750
338,329,5,4,1,1,1,1,3,3.21,275082
109,103,1,2,1,1,0,0,10,2.93,76188
171,146,2,1,0,0,0,1,18,3.66,97592
